gutenberg_id,title,author,gutenberg_author_id,language,gutenberg_bookshelf,rights,has_text,subject_type,V1
21579,"Snarleyyow
or The Dog Fiend","Marryat, Frederick",627,en,NA,Public domain in the USA.,TRUE,lcsh,"Great Britain. Royal Navy -- Fiction, Historical fiction, Dogs -- Fiction, Seafaring life -- Fiction"
21580,The Pirate,"Marryat, Frederick",627,en,"Pirates, Buccaneers, Corsairs, etc.",Public domain in the USA.,TRUE,lcsh,Pirates -- Fiction
21582,The Mightiest Man,"Fahy, Patrick",24795,en,Science Fiction,Public domain in the USA.,TRUE,lcsh,"Short stories, Science fiction"
21583,Children of the Tenements,"Riis, Jacob A. (Jacob August)",1960,en,NA,Public domain in the USA.,TRUE,lcsh,"Short stories, American, New York (N.Y.) -- Fiction, Tenement houses -- Fiction"
21594,"Fred Fenton on the Crew; Or, The Young Oarsmen of Riverport School","Chapman, Allen",2575,en,School Stories/Children's Book Series,Public domain in the USA.,TRUE,lcsh,"Schools -- Fiction, Rowing -- Juvenile fiction"
21597,Jersey Street and Jersey Lane: Urban and Suburban Sketches,"Bunner, H. C. (Henry Cuyler)",6156,en,NA,Public domain in the USA.,TRUE,lcsh,United States -- Social life and customs -- 19th century -- Fiction
21599,"Tum Tum, the Jolly Elephant
His Many Adventures","Barnum, Richard",3820,en,NA,Public domain in the USA.,TRUE,lcsh,"Circus -- Juvenile fiction, Elephants -- Juvenile fiction, Animals -- Juvenile fiction"
21607,Adrift in the Ice-Fields,"Hall, Charles Winslow",24804,en,NA,Public domain in the USA.,TRUE,lcsh,"Hunting stories, Castaways -- Juvenile fiction, Canada -- Juvenile fiction"
21611,"The Runaway
Or, The Adventures of Rodney Roverton",Unknown,49,en,NA,Public domain in the USA.,TRUE,lcsh,Runaway children -- Juvenile fiction
21612,"A Child of the Glens
or, Elsie's Fortunes","Hoare, Edward N.",24808,en,NA,Public domain in the USA.,TRUE,lcsh,"Ireland -- Fiction, Christian life -- Fiction"
21613,On the Stairs,"Fuller, Henry Blake",2641,en,NA,Public domain in the USA.,TRUE,lcsh,Fiction
21614,For the Temple: A Tale of the Fall of Jerusalem,"Henty, G. A. (George Alfred)",1032,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Romans -- Juvenile fiction, Soldiers -- Juvenile fiction, War stories, Jews -- Juvenile fiction, Conduct of life -- Juvenile fiction, Temple of Jerusalem (Jerusalem) -- Juvenile fiction"
21617,That Affair Next Door,"Green, Anna Katharine",541,en,NA,Public domain in the USA.,TRUE,lcsh,"Detective and mystery stories, New York (N.Y.) -- Fiction"
21618,The Aztec Treasure-House,"Janvier, Thomas A. (Thomas Allibone)",3196,en,NA,Public domain in the USA.,TRUE,lcsh,"Historical fiction, Indians of Mexico -- Fiction, Aztecs -- Fiction"
21619,"The Tale of Nimble Deer
Sleepy-Time Tales","Bailey, Arthur Scott",1842,en,Children's Book Series,Public domain in the USA.,TRUE,lcsh,"Deer -- Juvenile fiction, Animals -- Juvenile fiction, Conduct of life -- Juvenile fiction"
21625,Play the Game!,"Mitchell, Ruth Comfort",9175,en,NA,Public domain in the USA.,TRUE,lcsh,"Young women -- Fiction, Triangles (Interpersonal relations) -- Fiction, Love stories"
21626,"Adrift in the Wilds; Or, The Adventures of Two Shipwrecked Boys","Ellis, Edward Sylvester",2569,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Friendship -- Juvenile fiction, Conduct of life -- Juvenile fiction, Cousins -- Juvenile fiction, Rescues -- Juvenile fiction, Voyages and travels -- Juvenile fiction, Shipwrecks -- Juvenile fiction, Adventure and adventurers -- Juvenile fiction, Shipwreck survival -- Juvenile fiction, Indians of North America -- Juvenile fiction"
21627,Gambler's World,"Laumer, Keith",24817,en,Science Fiction,Public domain in the USA.,TRUE,lcsh,"Science fiction, Short stories, Life on other planets -- Fiction, Retief (Fictitious character) -- Fiction"
21632,"Fame and Fortune; or, The Progress of Richard Hunter","Alger, Horatio",168,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Friendship -- Fiction, Conduct of life -- Fiction, New York (N.Y.) -- History -- 1865-1898 -- Fiction, Swindlers and swindling -- Fiction, Orphans -- Fiction"
21633,The Man of the Desert,"Hill, Grace Livingston",2299,en,NA,Public domain in the USA.,TRUE,lcsh,Religious fiction
21635,Prudence Says So,"Hueston, Ethel",8013,en,NA,Public domain in the USA.,TRUE,lcsh,"Methodists -- Juvenile fiction, Weddings -- Juvenile fiction, Betrothal -- Social aspects -- Juvenile fiction"
21636,"Bluff Crag,
or, A Good Word Costs Nothing","Cupples, George, Mrs. (Anne Jane Dunn Douglas)",9593,en,NA,Public domain in the USA.,TRUE,lcsh,"Truthfulness and falsehood -- Juvenile fiction, Uncles -- Juvenile fiction, Conduct of life -- Juvenile fiction, Children and death -- Juvenile fiction, Brothers -- Juvenile fiction, Seashore -- Juvenile fiction"
21637,The Dictator,"McCarthy, Justin",1783,en,NA,Public domain in the USA.,TRUE,lcsh,Political fiction
21638,Tarrano the Conqueror,"Cummings, Ray",8443,en,Science Fiction,Public domain in the USA.,TRUE,lcsh,Science fiction
21639,When Patty Went to College,"Webster, Jean",99,en,NA,Public domain in the USA.,TRUE,lcsh,"College stories, College students -- Fiction"
21640,"A Bid for Fortune; Or, Dr. Nikola's Vendetta","Boothby, Guy",3587,en,NA,Public domain in the USA.,TRUE,lcsh,Paranormal fiction
21641,April's Lady: A Novel,Duchess,6509,en,NA,Public domain in the USA.,TRUE,lcsh,Fiction
21644,Every Man for Himself,"Moorhouse, Herbert Joseph",24828,en,NA,Public domain in the USA.,TRUE,lcsh,Canadian fiction
21647,Subspace Survivors,"Smith, E. E. (Edward Elmer)",9515,en,Science Fiction,Public domain in the USA.,TRUE,lcsh,Science fiction
21652,"Klondike Nuggets, and How Two Boys Secured Them","Ellis, Edward Sylvester",2569,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,Klondike River Valley (Yukon) -- Gold discoveries -- Juvenile fiction
21655,"The works of Guy de Maupassant, Vol. 5
Une Vie and Other Stories","Maupassant, Guy de",306,en,NA,Public domain in the USA.,TRUE,lcsh,"French fiction -- Translations into English, Short stories, French -- Translations into English"
21656,The Princess of the School,"Brazil, Angela",2544,en,School Stories/Children's Fiction,Public domain in the USA.,TRUE,lcsh,Schools -- Fiction
21659,Some Everyday Folk and Dawn,"Franklin, Miles",4051,en,NA,Public domain in the USA.,TRUE,lcsh,Australia -- Fiction
21663,Aunt Mary,"Perring, Mrs.",24845,en,NA,Public domain in the USA.,TRUE,lcsh,"Young women -- Juvenile fiction, Teachers -- Juvenile fiction"
21664,"George at the Fort; Or, Life Among the Soldiers","Castlemon, Harry",2274,en,NA,Public domain in the USA.,TRUE,lcsh,"Camping -- Juvenile fiction, Indians of North America -- Juvenile fiction, Friendship -- Juvenile fiction, Soldiers -- Juvenile fiction, Adventure and adventurers -- Juvenile fiction, Conduct of life -- Juvenile fiction"
21666,Uncle Rutherford's Nieces: A Story for Girls,"Mathews, Joanna H. (Joanna Hooe)",2089,en,NA,Public domain in the USA.,TRUE,lcsh,"Seashore -- Juvenile fiction, Uncles -- Juvenile fiction, Conduct of life -- Juvenile fiction, Christian life -- Juvenile fiction, Families -- Juvenile fiction, Peanut industry -- Juvenile fiction"
21667,"Hollowmell
or, A Schoolgirl's Mission","Burden, E. R.",24847,en,NA,Public domain in the USA.,TRUE,lcsh,"Children -- Death -- Juvenile fiction, Friendship -- Juvenile fiction"
21671,"Army Boys on the Firing Line; or, Holding Back the German Drive","Randall, Homer",1970,en,World War I,Public domain in the USA.,TRUE,lcsh,"World War, 1914-1918 -- Juvenile fiction, United States. Army -- Juvenile fiction"
21674,The Making of a Soul,"Rhodes, Kathlyn",24851,en,NA,Public domain in the USA.,TRUE,lcsh,Fiction
21678,Tales of Giants from Brazil,"Eells, Elsie Spicer",24854,en,NA,Public domain in the USA.,TRUE,lcsh,Fairy tales -- Brazil
21681,"A Little Traitor to the South
A War Time Comedy with a Tragic Interlude","Brady, Cyrus Townsend",5591,en,US Civil War/Children's Fiction,Public domain in the USA.,TRUE,lcsh,"United States -- History -- Civil War, 1861-1865 -- Fiction"
21685,The Cockatoo's Story,"Cupples, George, Mrs. (Anne Jane Dunn Douglas)",9593,en,NA,Public domain in the USA.,TRUE,lcsh,Parrots -- Juvenile fiction
21687,The Youngest Girl in the Fifth: A School Story,"Brazil, Angela",2544,en,School Stories/Children's Fiction,Public domain in the USA.,TRUE,lcsh,Schools -- Fiction
21689,The Tyranny of Weakness,"Buck, Charles Neville",2520,en,NA,Public domain in the USA.,TRUE,lcsh,Fiction
21690,"Flint: His Faults, His Friendships and His Fortunes","Goodwin, Maud Wilder",24865,en,NA,Public domain in the USA.,TRUE,lcsh,Fiction
21691,The Pioneers,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Pioneers -- Juvenile fiction, Voyages and travels -- Juvenile fiction, Bears -- Juvenile fiction, Rocky Mountains -- Juvenile fiction, Hunting -- Juvenile fiction, Indians of North America -- Juvenile fiction, Mackenzie, Alexander, Sir, 1763-1820 -- Juvenile fiction"
21692,The Pirate City: An Algerine Tale,"Ballantyne, R. M. (Robert Michael)",333,en,"Children's Fiction/Pirates, Buccaneers, Corsairs, etc.",Public domain in the USA.,TRUE,lcsh,"Adventure and adventurers -- Juvenile fiction, Courage -- Juvenile fiction, Death -- Juvenile fiction, Friendship -- Juvenile fiction, Slaves -- Juvenile fiction, Brothers -- Juvenile fiction, Pirates -- Juvenile fiction, Fathers and sons -- Juvenile fiction, Algiers (Algeria) -- Juvenile fiction, Voyages and travels -- Juvenile fiction"
21693,Post Haste,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,Postal service -- Great Britain -- Juvenile fiction
21694,The Prairie Chief,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Hunting -- Juvenile fiction, Outdoor life -- Juvenile fiction, Missionaries -- Juvenile fiction, Trappers -- Juvenile fiction, Natural history -- Juvenile fiction, Christian life -- Juvenile fiction, Conduct of life -- Juvenile fiction, Indians of North America -- Juvenile fiction"
21695,Life in the Red Brigade: London Fire Brigade,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Courage -- Juvenile fiction, Fires -- Juvenile fiction, Fire fighters -- Juvenile fiction"
21696,Red Rooney: The Last of the Crew,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Natural history -- Juvenile fiction, Adventure and adventurers -- Juvenile fiction, Outdoor life -- Juvenile fiction, Eskimos -- Juvenile fiction, Rescues -- Juvenile fiction, Camping -- Juvenile fiction, Voyages and travels -- Juvenile fiction, Families -- Juvenile fiction, Sailing -- Juvenile fiction, Christian life -- Juvenile fiction, Conduct of life -- Juvenile fiction"
21697,The Red Man's Revenge: A Tale of The Red River Flood,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Rescues -- Juvenile fiction, Courtship -- Juvenile fiction, Indians of North America -- Juvenile fiction, Floods -- Juvenile fiction, Disasters -- Juvenile fiction, Manitoba -- Juvenile fiction, Revenge -- Juvenile fiction, Hunting -- Juvenile fiction, Brothers and sisters -- Juvenile fiction, Natural history -- Juvenile fiction"
21698,Rivers of Ice,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Sailors -- Juvenile fiction, Glaciers -- Juvenile fiction, Poverty -- Juvenile fiction, Christian life -- Juvenile fiction, Switzerland -- Juvenile fiction, Orphans -- Juvenile fiction, Kindness -- Juvenile fiction"
21699,The Rover of the Andes: A Tale of Adventure on South America,"Ballantyne, R. M. (Robert Michael)",333,en,South America/Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Indians of South America -- Juvenile fiction, Adventure and adventurers -- Juvenile fiction, Andes -- Juvenile fiction, Voyages and travels -- Juvenile fiction, Hunting -- Juvenile fiction, Natural history -- Juvenile fiction, Mountains -- Juvenile fiction"
21701,The Settler and the Savage,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Hunting -- Juvenile fiction, Friendship -- Juvenile fiction, South Africa -- Juvenile fiction, Outdoor life -- Juvenile fiction, Adventure and adventurers -- Juvenile fiction, Slavery -- Juvenile fiction, Conduct of life -- Juvenile fiction, Natural history -- Juvenile fiction"
21702,Shifting Winds: A Tough Yarn,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Orphans -- Juvenile fiction, Voyages and travels -- Juvenile fiction, Shipwrecks -- Juvenile fiction, Sailing -- Juvenile fiction, Conduct of life -- Juvenile fiction, Sailors -- Juvenile fiction, Seafaring life -- Juvenile fiction, Rescues -- Juvenile fiction"
21703,Silver Lake,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Survival skills -- Juvenile fiction, Friendship -- Juvenile fiction, Frontier and pioneer life -- Juvenile fiction, Missing children -- Juvenile fiction, Brothers and sisters -- Juvenile fiction, Indians of North America -- Juvenile fiction"
21705,In the Track of the Troops,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Turkey -- Juvenile fiction, War stories, Adventure and adventurers -- Juvenile fiction"
21706,Twice Bought,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Gambling -- Juvenile fiction, Friendship -- Juvenile fiction, Conduct of life -- Juvenile fiction, Christian life -- Juvenile fiction, Gold -- Juvenile fiction, Adventure and adventurers -- Juvenile fiction, Theft -- Juvenile fiction"
21707,Ungava,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Adventure and adventurers -- Juvenile fiction, Survival skills -- Juvenile fiction, Natural history -- Juvenile fiction, Eskimos -- Juvenile fiction, Outdoor life -- Juvenile fiction, Fur traders -- Juvenile fiction, Hudson  Bay -- Juvenile fiction, Voyages and travels -- Juvenile fiction, Conduct of life -- Juvenile fiction"
21709,The Walrus Hunters: A Romance of the Realms of Ice,"Ballantyne, R. M. (Robert Michael)",333,en,Native America/Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Eskimos -- Juvenile fiction, Arctic regions -- Juvenile fiction"
21710,The Crew of the Water Wagtail,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Castaways -- Juvenile fiction, Sailors -- Juvenile fiction, Christian life -- Juvenile fiction, Mutiny -- Juvenile fiction, British -- Newfoundland and Labrador -- Juvenile fiction, Newfoundland and Labrador -- Juvenile fiction"
21712,The Young Fur Traders,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Northwest, Canadian -- Juvenile fiction, Indians of North America -- Juvenile fiction, Fur traders -- Juvenile fiction"
21713,The Young Trawler,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Conduct of life -- Juvenile fiction, Sailors -- Juvenile fiction, Death -- Juvenile fiction, Rescues -- Juvenile fiction, Seafaring life -- Juvenile fiction, Temperance -- Juvenile fiction, Shipwrecks -- Juvenile fiction, Fishers -- Juvenile fiction"
21714,The Red Eric,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Islands -- Juvenile fiction, Robinsonades, Shipwreck survival -- Juvenile fiction, Whalers (Persons) -- Juvenile fiction, Whaling -- Juvenile fiction, Christian life -- Juvenile fiction, Mutiny -- Juvenile fiction, Slave trade -- Juvenile fiction, Ship captains -- Juvenile fiction, Adventure and adventurers -- Juvenile fiction"
21715,Away in the Wilderness,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Fur trade -- Juvenile fiction, Outdoor life -- Juvenile fiction, Indians of North America -- Juvenile fiction, Voyages and travels -- Juvenile fiction, Adventure and adventurers -- Juvenile fiction, Frontier and pioneer life -- Juvenile fiction, Great Lakes Region (North America) -- Juvenile fiction"
21716,The Battery and the Boiler: Adventures in Laying of Submarine Electric Cables,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Adventure and adventurers -- Juvenile fiction, Conduct of life -- Juvenile fiction, Cables, Submarine -- Juvenile fiction, Electricity -- Juvenile fiction, Pirates -- Juvenile fiction, Uncles -- Juvenile fiction, Seafaring life -- Juvenile fiction, Voyages and travels -- Juvenile fiction"
21718,The Big Otter,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Fishing -- Juvenile fiction, Accidents -- Juvenile fiction, Adventure and adventurers -- Juvenile fiction, Conduct of life -- Juvenile fiction, Animals -- Juvenile fiction, Natural history -- Juvenile fiction, Winter -- Juvenile fiction, Indians of North America -- Juvenile fiction, Voyages and travels -- Juvenile fiction"
21719,Blue Lights: Hot Work in the Soudan,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Sudan -- Juvenile fiction, Adventure stories, Soldiers -- Juvenile fiction"
21720,Charlie to the Rescue,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Mountains -- Juvenile fiction, Animals -- Juvenile fiction, Seafaring life -- Juvenile fiction, Rescues -- Juvenile fiction, Conduct of life -- Juvenile fiction, Shipwrecks -- Juvenile fiction, Voyages and travels -- Juvenile fiction, Natural history -- Juvenile fiction"
21721,The Coral Island,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Shipwreck survival -- Juvenile fiction, Oceania -- Juvenile fiction, Natural history -- Juvenile fiction, Shipwrecks -- Juvenile fiction, Outdoor life -- Juvenile fiction, Survival skills -- Juvenile fiction, Camping -- Juvenile fiction, Islands -- Juvenile fiction, Conduct of life -- Juvenile fiction, Robinsonades, Pirates -- Juvenile fiction"
21725,"The Coxswain's Bride; also, Jack Frost and Sons; and, A Double Rescue","Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Winter -- Juvenile fiction, Rescues -- Juvenile fiction, Sea stories, Charity -- Juvenile fiction"
21726,"Deep Down, a Tale of the Cornish Mines","Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Cornwall (England : County) -- Juvenile fiction, Conduct of life -- Juvenile fiction, Miners -- Juvenile fiction, Coal mines and mining -- Juvenile fiction, Coal mine accidents -- Juvenile fiction, Death -- Juvenile fiction, Child labor -- Juvenile fiction"
21727,Digging for Gold: Adventures in California,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Indians of North America -- Juvenile fiction, California -- Juvenile fiction, Gold miners -- Juvenile fiction"
21728,The Dog Crusoe and his Master,"Ballantyne, R. M. (Robert Michael)",333,en,Animals-Domestic/Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Adventure and adventurers -- Juvenile fiction, Survival skills -- Juvenile fiction, Indians of North America -- Juvenile fiction, Hunters -- Juvenile fiction, Human-animal relationships -- Juvenile fiction, West (U.S.) -- Discovery and exploration -- Juvenile fiction, Dogs -- Juvenile fiction"
21729,Dusty Diamonds Cut and Polished: A Tale of City Arab Life and Adventure,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Voyages and travels -- Juvenile fiction, Conduct of life -- Juvenile fiction, Friendship -- Juvenile fiction, Cycling -- Juvenile fiction, Poverty -- Juvenile fiction, Farmers -- Juvenile fiction, Accidents -- Juvenile fiction"
21730,Erling the Bold,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Adventure and adventurers -- Juvenile fiction, Battles -- Juvenile fiction, Courage -- Juvenile fiction, Vikings -- Juvenile fiction, Voyages and travels -- Juvenile fiction, Love -- Juvenile fiction, Scandinavia -- History -- Juvenile fiction, Leadership -- Juvenile fiction"
21732,Fort Desolation: Red Indians and Fur Traders of Rupert's Land,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Indians of North America -- Juvenile fiction, Outdoor life -- Juvenile fiction, Fur trade -- Juvenile fiction"
21733,The Giant of the North: Pokings Round the Pole,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Voyages and travels -- Juvenile fiction, Discoveries in geography -- Juvenile fiction, Seafaring life -- Juvenile fiction, Explorers -- Juvenile fiction, Adventure and adventurers -- Juvenile fiction, Friendship -- Juvenile fiction, Eskimos -- Juvenile fiction, Ship captains -- Juvenile fiction, Polar regions -- Discovery and exploration -- Juvenile fiction, Sea stories, Sailors -- Juvenile fiction"
21734,The Golden Dream: Adventures in the Far West,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Adventure and adventurers -- Juvenile fiction, Voyages and travels -- Juvenile fiction, Conduct of life -- Juvenile fiction, California -- Gold discoveries -- Juvenile fiction, Bears -- Juvenile fiction, Natural history -- Juvenile fiction, Hunters -- Juvenile fiction"
21735,The Floating Light of the Goodwin Sands,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Seafaring life -- Juvenile fiction, Conduct of life -- Juvenile fiction, Courtship -- Juvenile fiction, Christian life -- Juvenile fiction, Shipwrecks -- Juvenile fiction, Lighthouses -- Juvenile fiction, Young men -- Juvenile fiction"
21736,The Gorilla Hunters,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Animals -- Juvenile fiction, Gorilla -- Juvenile fiction, Natural history -- Juvenile fiction, Big game hunting -- Juvenile fiction, Africa -- Juvenile fiction, Adventure and adventurers -- Juvenile fiction"
21737,"The Garret and the Garden; Or, Low Life High Up","Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Detective and mystery stories, False imprisonment -- Fiction, London (England) -- Social conditions -- 19th century -- Fiction"
21738,Hunted and Harried,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Conduct of life -- Juvenile fiction, Soldiers -- Juvenile fiction, Clergy -- Juvenile fiction, Covenanters -- Persecutions -- Juvenile fiction, Voyages and travels -- Juvenile fiction, Horsemen and horsewomen -- Juvenile fiction, Scotland -- History -- 17th century -- Juvenile fiction, Adventure and adventurers -- Juvenile fiction, Christian life -- Juvenile fiction, Hunting -- Juvenile fiction"
21739,Hunting the Lions,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Adventure and adventurers -- Juvenile fiction, Lion -- Juvenile fiction, Africa -- Juvenile fiction, Natural history -- Juvenile fiction, Hunting -- Juvenile fiction"
21740,The Iron Horse,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Voyages and travels -- Juvenile fiction, Telegraph -- Juvenile fiction, Industrialization -- Juvenile fiction, Engineering -- Juvenile fiction, Biographical fiction, Railroads -- Juvenile fiction"
21741,The Island Queen,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Voyages and travels -- Juvenile fiction, Conduct of life -- Juvenile fiction, Oceania -- Juvenile fiction, Shipwreck survival -- Juvenile fiction, Islands -- Juvenile fiction, Natural history -- Juvenile fiction, Castaways -- Juvenile fiction, Sailors -- Juvenile fiction"
21742,Jarwin and Cuffy,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Castaways -- Juvenile fiction, Dog owners -- Juvenile fiction, Shipwreck survival -- Juvenile fiction, Robinsonades, Human-animal relationships -- Juvenile fiction"
21743,"Jeff Benson, or the Young Coastguardsman","Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Young men -- Juvenile fiction, Great Britain. Coastguard Service -- Juvenile fiction"
21744,The Lifeboat,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Lifeboats -- Juvenile fiction, Conduct of life -- Juvenile fiction, Sea stories, Sailors -- Juvenile fiction, Seafaring life -- Juvenile fiction, Lifesaving -- Juvenile fiction, Search and rescue operations -- Juvenile fiction"
21745,The Life of a Ship,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Shipwrecks -- Juvenile fiction, Youth -- Conduct of life -- Juvenile fiction, Fishers -- Juvenile fiction, Rescues -- Juvenile fiction, Seafaring life -- Juvenile fiction, Ships -- Juvenile fiction, Conduct of life -- Juvenile fiction"
21747,The Lonely Island: The Refuge of the Mutineers,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Murder -- Juvenile fiction, Sailing -- Juvenile fiction, Voyages and travels -- Juvenile fiction, Pitcairn Island -- Juvenile fiction, Bounty Mutiny, 1789 -- Juvenile fiction, Mutiny -- Juvenile fiction, Seafaring life -- Juvenile fiction, Ship captains -- Juvenile fiction"
21748,Black Ivory,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Africa -- Juvenile fiction, Slave trade -- Juvenile fiction, Animals -- Juvenile fiction, Adventure and adventurers -- Juvenile fiction, Slaves -- Juvenile fiction, Shipwrecks -- Juvenile fiction, Natural history -- Juvenile fiction"
21751,The Middy and the Moors: An Algerine Story,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Algeria -- Fiction, Adventure stories"
21752,My Doggie and I,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Christian life -- Juvenile fiction, Conduct of life -- Juvenile fiction, Children -- Conduct of life -- Juvenile fiction, Brothers and sisters -- Juvenile fiction, Dogs -- Juvenile fiction"
21753,The Norsemen in the West,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Adventure and adventurers -- Juvenile fiction, Indians of North America -- Juvenile fiction, Fur traders -- Juvenile fiction, America -- Discovery and exploration -- Norse -- Juvenile fiction, Colonists -- Juvenile fiction"
21756,Philosopher Jack,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Gold mines and mining -- California -- Fiction, Shipwrecks -- Fiction, South Pacific Ocean -- Fiction, Sailors -- Fiction"
21757,The Hot Swamp,"Ballantyne, R. M. (Robert Michael)",333,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Adventure stories, Princes -- Juvenile fiction, Caves -- Juvenile fiction, Shipwrecks -- Juvenile fiction, Pirates -- Juvenile fiction, Conduct of life -- Juvenile fiction, Voyages and travels -- Juvenile fiction, Friendship -- Juvenile fiction"
21759,Kate Coventry: An Autobiography,"Whyte-Melville, G. J. (George John)",3832,en,NA,Public domain in the USA.,TRUE,lcsh,"England -- Social life and customs -- Fiction, Young women -- Fiction"
