gutenberg_id,title,author,gutenberg_author_id,language,gutenberg_bookshelf,rights,has_text,subject_type,V1
10124,Aunt Jane's Nieces and Uncle John,"Baum, L. Frank (Lyman Frank)",42,en,NA,Public domain in the USA.,TRUE,lcsh,"Uncles -- Juvenile fiction, Cousins -- Juvenile fiction, California -- Juvenile fiction, Young women -- Juvenile fiction"
10132,The Sowers,"Merriman, Henry Seton",1312,en,NA,Public domain in the USA.,TRUE,lcsh,Russia -- Fiction
10134,"John Wesley, Jr.
The Story of an Experiment","Brummitt, Dan B. (Dan Brearley)",3323,en,NA,Public domain in the USA.,TRUE,lcsh,"Methodists -- Fiction, Christian fiction"
10142,"Maezli
A Story of the Swiss Valleys","Spyri, Johanna",2491,en,Children's Literature,Public domain in the USA.,TRUE,lcsh,Switzerland -- Juvenile fiction
10149,"Home as Found
Sequel to ""Homeward Bound""","Cooper, James Fenimore",483,en,NA,Public domain in the USA.,TRUE,lcsh,United States -- Social life and customs -- Fiction
10150,Dracula's Guest,"Stoker, Bram",190,en,Horror,Public domain in the USA.,TRUE,lcsh,"Gothic fiction (Literary genre), Short stories, Horror tales"
10164,"The Black Creek Stopping-House, and Other Stories","McClung, Nellie L.",1470,en,NA,Public domain in the USA.,TRUE,lcsh,"Manitoba -- Fiction, Short stories, Canadian"
10165,"Across the Zodiac
The Story of a Wrecked Record","Greg, Percy",3342,en,NA,Public domain in the USA.,TRUE,lcsh,Science fiction
10201,The Desert of Wheat,"Grey, Zane",212,en,"Western/Bestsellers, American, 1895-1923",Public domain in the USA.,TRUE,lcsh,"World War, 1914-1918 -- Fiction, War stories"
10210,"Wolves of the Sea
Being a Tale of the Colonies from the Manuscript of One Geoffry Carlyle, Seaman, Narrating Certain Strange Adventures Which Befell Him Aboard the Pirate Craft ""Namur""","Parrish, Randall",2217,en,"Pirates, Buccaneers, Corsairs, etc.",Public domain in the USA.,TRUE,lcsh,"Pirates -- Fiction, Sea stories"
10211,At Whispering Pine Lodge,"Leslie, Lawrence J.",2253,en,NA,Public domain in the USA.,TRUE,lcsh,Camping -- Fiction
10212,Peck's Bad Boy with the Circus,"Peck, George W. (George Wilbur)",3383,en,Children's Book Series,Public domain in the USA.,TRUE,lcsh,"Circus -- Juvenile fiction, Boys -- Juvenile fiction"
10213,The Everlasting Whisper,"Gregory, Jackson",3384,en,NA,Public domain in the USA.,TRUE,lcsh,"California -- Fiction, Western stories"
10220,Daddy Takes Us Skating,"Garis, Howard Roger",808,en,Children's Book Series,Public domain in the USA.,TRUE,lcsh,"Winter -- Juvenile fiction, Fathers -- Juvenile fiction, Skating -- Juvenile fiction"
10221,Purple Springs,"McClung, Nellie L.",1470,en,NA,Public domain in the USA.,TRUE,lcsh,"Political fiction, Manitoba -- Politics and government -- Fiction"
10222,"The Pilgrims of New England
A Tale of the Early American Settlers","Webb-Peploe, Mrs. (Annie)",31765,en,Children's History,Public domain in the USA.,TRUE,lcsh,Pilgrims (New Plymouth Colony) -- Fiction
10226,Beautiful Joe: An Autobiography,"Saunders, Marshall",1041,en,NA,Public domain in the USA.,TRUE,lcsh,"Dogs -- Fiction, Human-animal relationships -- Fiction, Dog owners -- Fiction, Canada -- Fiction, Animal welfare -- Fiction, Didactic fiction"
10234,Old Creole Days: A Story of Creole Life,"Cable, George Washington",3163,en,NA,Public domain in the USA.,TRUE,lcsh,"Historical fiction, New Orleans (La.) -- Fiction, Creoles -- Fiction, Louisiana -- Social life and customs -- Fiction"
10267,"The Outdoor Chums; Or, The First Tour of the Rod, Gun and Camera Club","Allen, Quincy",3424,en,Children's Book Series,Public domain in the USA.,TRUE,lcsh,Camping -- Juvenile fiction
10268,Patty at Home,"Wells, Carolyn",1060,en,Children's Book Series,Public domain in the USA.,TRUE,lcsh,Girls -- Juvenile fiction
10316,Roy Blakeley's Adventures in Camp,"Fitzhugh, Percy Keese",2132,en,Children's Book Series,Public domain in the USA.,TRUE,lcsh,"Camping -- Juvenile fiction, Boy Scouts of America -- Juvenile fiction"
10317,"Betty Gordon at Boarding School; Or, The Treasure of Indian Chasm","Emerson, Alice B.",1619,en,School Stories/Children's Book Series,Public domain in the USA.,TRUE,lcsh,Boarding schools -- Juvenile fiction
10318,Damon and Delia: A Tale,"Godwin, William",380,en,NA,Public domain in the USA.,TRUE,lcsh,"England -- Social life and customs -- 18th century -- Fiction, Courtship -- Fiction"
10319,"Dave Darrin's Third Year at Annapolis; Or, Leaders of the Second Class Midshipmen","Hancock, H. Irving (Harrie Irving)",2034,en,Children's Book Series,Public domain in the USA.,TRUE,lcsh,United States Naval Academy -- Juvenile fiction
10320,Dotty Dimple at Play,"May, Sophie",3465,en,Children's Book Series,Public domain in the USA.,TRUE,lcsh,"Children -- Conduct of life -- Juvenile fiction, Girls -- Juvenile fiction"
10321,Dragon's blood,"Rideout, Henry Milner",3466,en,NA,Public domain in the USA.,TRUE,lcsh,Europeans -- China -- Fiction
10322,Miss Prudence: A Story of Two Girls' Lives.,"Conklin, Nathaniel, Mrs.",3467,en,NA,Public domain in the USA.,TRUE,lcsh,"Conduct of life -- Fiction, Christian life -- Fiction"
10323,"The Rover Boys at College; Or, The Right Road and the Wrong","Stratemeyer, Edward",1626,en,Children's Book Series,Public domain in the USA.,TRUE,lcsh,"College students -- Conduct of life -- Juvenile fiction, College sports -- Juvenile fiction, Brothers -- Juvenile fiction"
10327,Alias the Lone Wolf,"Vance, Louis Joseph",2870,en,NA,Public domain in the USA.,TRUE,lcsh,Jewel thieves -- Fiction
10329,Snubby Nose and Tippy Toes,"Smith, Laura Rountree",3469,en,NA,Public domain in the USA.,TRUE,lcsh,"Rabbits -- Juvenile fiction, Animals -- Juvenile fiction"
10330,Fruitfulness,"Zola, Émile",528,en,NA,Public domain in the USA.,TRUE,lcsh,French fiction -- Translations into English
10337,Lady into Fox,"Garnett, David",3473,en,NA,Public domain in the USA.,TRUE,lcsh,"Foxes -- Fiction, Metamorphosis -- Fiction, Fantasy fiction, English"
10339,An Antarctic Mystery,"Verne, Jules",60,en,NA,Public domain in the USA.,TRUE,lcsh,Antarctica -- Discovery and exploration -- Fiction
10340,Dab Kinzer: A Story of a Growing Boy,"Stoddard, William Osborn",3475,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Brothers and sisters -- Juvenile fiction, Boys -- Conduct of life -- Juvenile fiction, Farm life -- Juvenile fiction, Fatherless families -- Juvenile fiction, Mothers and sons -- Juvenile fiction, Friendship -- Juvenile fiction, Conduct of life -- Juvenile fiction"
10342,The Velvet Glove,"Merriman, Henry Seton",1312,en,NA,Public domain in the USA.,TRUE,lcsh,"Young women -- Spain -- Fiction, Convents -- Fiction, Spain -- History -- 19th century -- Fiction"
10358,The Boss of Little Arcady,"Wilson, Harry Leon",1206,en,NA,Public domain in the USA.,TRUE,lcsh,"United States -- Social life and customs -- Fiction, Villages -- Fiction"
10359,Aunt Jane's Nieces at Millville,"Baum, L. Frank (Lyman Frank)",42,en,NA,Public domain in the USA.,TRUE,lcsh,"Young women -- Social life and customs -- Juvenile fiction, Cousins -- Juvenile fiction, Mystery and detective stories, Uncles -- Juvenile fiction, Farm life -- Juvenile fiction"
10363,The Bravo: A Tale,"Cooper, James Fenimore",483,en,NA,Public domain in the USA.,TRUE,lcsh,Venice (Italy) -- Fiction
10364,Yeast: a Problem,"Kingsley, Charles",344,en,NA,Public domain in the USA.,TRUE,lcsh,"England -- Social conditions -- 19th century -- Fiction, Country life -- England -- Fiction, Rural poor -- England -- Fiction"
10365,Precaution: A Novel,"Cooper, James Fenimore",483,en,NA,Public domain in the USA.,TRUE,lcsh,England -- Social life and customs -- Fiction
10368,The Vizier of the Two-Horned Alexander,"Stockton, Frank Richard",221,en,NA,Public domain in the USA.,TRUE,lcsh,"Immortalism -- Fiction, Adventure stories, Fantasy fiction"
10370,Sustained honor: The Age of Liberty Established,"Musick, John R. (John Roy)",3504,en,NA,Public domain in the USA.,TRUE,lcsh,United States -- History -- War of 1812 -- Fiction
10372,Bunch Grass: A Chronicle of Life on a Cattle Ranch,"Vachell, Horace Annesley",3495,en,NA,Public domain in the USA.,TRUE,lcsh,"Western stories, Ranching -- California -- Fiction, Short stories, English"
10377,The Evil Guest,"Le Fanu, Joseph Sheridan",272,en,NA,Public domain in the USA.,TRUE,lcsh,"Mystery fiction, Horror tales, Gothic fiction (Literary genre)"
10379,At Love's Cost,"Garvice, Charles",3498,en,NA,Public domain in the USA.,TRUE,lcsh,Fiction
10387,A Century Too Soon: The Age of Tyranny,"Musick, John R. (John Roy)",3504,en,NA,Public domain in the USA.,TRUE,lcsh,"United States -- History -- Colonial period, ca. 1600-1775 -- Fiction, Bacon's Rebellion, 1676 -- Fiction"
10391,The Wolf's Long Howl,"Waterloo, Stanley",2830,en,NA,Public domain in the USA.,TRUE,lcsh,"Short stories, Science fiction"
10394,Stolen Treasure,"Pyle, Howard",491,en,"Pirates, Buccaneers, Corsairs, etc.",Public domain in the USA.,TRUE,lcsh,"Treasure troves -- Fiction, Buccaneers -- Fiction"
10396,"Andy the Acrobat
Or, Out with the Greatest Show on Earth","Harkness, Peter T.",3509,en,NA,Public domain in the USA.,TRUE,lcsh,Circus -- Juvenile fiction
10397,"Affairs of State
Being an Account of Certain Surprising Adventures Which Befell an American Family in the Land of Windmills","Stevenson, Burton Egbert",980,en,NA,Public domain in the USA.,TRUE,lcsh,Americans -- Netherlands -- Fiction
10402,A Man and His Money,"Isham, Frederic Stewart",3515,en,NA,Public domain in the USA.,TRUE,lcsh,"Adventure stories, Kidnapping -- Fiction, Rescues -- Fiction"
10410,The Powers and Maxine,NA,NA,en,NA,Public domain in the USA.,TRUE,lcsh,"Paris (France) -- Fiction, Spy stories, Man-woman relationships -- Fiction"
10422,Caesar Dies,"Mundy, Talbot",1481,en,Adventure,Public domain in the USA.,TRUE,lcsh,"Rome -- Fiction, Commodus, Emperor of Rome, 161-192 -- Fiction"
10429,Miss Lulu Bett,"Gale, Zona",3531,en,NA,Public domain in the USA.,TRUE,lcsh,"Middle West -- Fiction, Housekeepers -- Fiction, Feminist fiction, Self-realization -- Fiction, Divorced women -- Fiction, Single women -- Fiction"
10432,Aunt Jane's Nieces out West,"Baum, L. Frank (Lyman Frank)",42,en,NA,Public domain in the USA.,TRUE,lcsh,"California, Southern -- Juvenile fiction, Young women -- Juvenile fiction, Cousins -- Juvenile fiction"
10433,A Flock of Girls and Boys,"Perry, Nora",3534,en,NA,Public domain in the USA.,TRUE,lcsh,"Youth -- Conduct of life -- Juvenile fiction, Conduct of life -- Juvenile fiction, Children's stories"
10434,"Wyandotté; Or, The Hutted Knoll: A Tale","Cooper, James Fenimore",483,en,NA,Public domain in the USA.,TRUE,lcsh,"Otsego County (N.Y.) -- Fiction, War stories, Tuscarora Indians -- Fiction, Historical fiction, New York (State) -- History -- Revolution, 1775-1783 -- Fiction"
10436,Erick and Sally,"Spyri, Johanna",2491,en,Children's Literature,Public domain in the USA.,TRUE,lcsh,"Switzerland -- Juvenile fiction, Orphans -- Juvenile fiction"
10438,Up the Hill and Over,"Mackay, Isabel Ecclestone",1429,en,Contemporary Reviews,Public domain in the USA.,TRUE,lcsh,"City and town life -- Fiction, Teachers -- Fiction, Physicians -- Fiction, Canada -- Fiction, Drug addicts -- Fiction"
10440,Tutt and Mr. Tutt,"Train, Arthur Cheney",1756,en,NA,Public domain in the USA.,TRUE,lcsh,"New York (N.Y.) -- Fiction, Attorney and client -- Fiction, Law firms -- Fiction, Legal stories"
10441,The Green Mouse,"Chambers, Robert W. (Robert William)",38191,en,NA,Public domain in the USA.,TRUE,lcsh,"Fantasy fiction, New York (N.Y.) -- Fiction, Magic -- Fiction, Courtship -- Fiction"
10446,"The Green Flag, and Other Stories of War and Sport","Doyle, Arthur Conan",69,en,NA,Public domain in the USA.,TRUE,lcsh,"War stories, English, Sports stories, English, Great Britain -- Social life and customs -- 19th century -- Fiction"
10449,Burnham Breaker,"Greene, Homer",3540,en,NA,Public domain in the USA.,TRUE,lcsh,"Foundlings -- Juvenile fiction, Boys -- Juvenile fiction, Scranton (Pa.) -- Juvenile fiction, Coal mines and mining -- Juvenile fiction"
10452,Peter's Mother,"De La Pasture, Henry, Mrs.",3541,en,NA,Public domain in the USA.,TRUE,lcsh,"Love stories, Mothers and sons -- Fiction, South African War, 1899-1902 -- Veterans -- Fiction, Upper class -- England -- Fiction, Widows -- Fiction, England -- Social life and customs -- 20th century -- Fiction"
10455,A Golden Book of Venice,"Turnbull, Lawrence, Mrs.",3543,en,NA,Public domain in the USA.,TRUE,lcsh,"Venice (Italy) -- Fiction, Historical fiction"
10462,Clarissa Harlowe; or the history of a young lady — Volume 4,"Richardson, Samuel",1959,en,NA,Public domain in the USA.,TRUE,lcsh,"England -- Fiction, Psychological fiction, Young women -- Crimes against -- Fiction, Conflict of generations -- Fiction, Rape victims -- Fiction, Epistolary fiction, Kidnapping victims -- Fiction"
10463,The Little House in the Fairy Wood,"Eliot, Ethel Cook",3546,en,NA,Public domain in the USA.,TRUE,lcsh,"Magic -- Juvenile fiction, Fairy tales, Fairies -- Juvenile fiction, Orphans -- Juvenile fiction"
10465,"The Outdoor Girls of Deepdale; Or, camping and tramping for fun and health","Hope, Laura Lee",367,en,Children's Book Series,Public domain in the USA.,TRUE,lcsh,"Camping -- Juvenile fiction, Adventure stories, Girls -- Juvenile fiction"
10466,Little Saint Elizabeth and Other Stories,"Burnett, Frances Hodgson",73,en,Children's Literature,Public domain in the USA.,TRUE,lcsh,"Children -- Conduct of life -- Juvenile fiction, Conduct of life -- Juvenile fiction, Children's stories"
10468,Aunt Jane's Nieces in Society,"Baum, L. Frank (Lyman Frank)",42,en,NA,Public domain in the USA.,TRUE,lcsh,"Cousins -- Juvenile fiction, Uncles -- Juvenile fiction, Upper class -- Juvenile fiction, Mystery and detective stories, New York (N.Y.) -- Juvenile fiction, Debutantes -- Juvenile fiction"
10471,The World's Greatest Books — Volume 01 — Fiction,NA,NA,en,NA,Public domain in the USA.,TRUE,lcsh,Fiction
10473,The Heart of the Range,"White, William Patterson",3549,en,NA,Public domain in the USA.,TRUE,lcsh,"Fiction, Western stories"
10474,The Lost Naval Papers,"Copplestone, Bennet",3550,en,NA,Public domain in the USA.,TRUE,lcsh,"Mystery and detective stories, Dawson, William (Fictitious character) -- Fiction"
10476,"The Vanishing Man
A Detective Romance","Freeman, R. Austin (Richard Austin)",3551,en,NA,Public domain in the USA.,TRUE,lcsh,"Detective and mystery stories, Thorndyke, Doctor (Fictitious character) -- Fiction, London (England) -- Fiction, Physicians -- Fiction"
10496,"Red Masquerade
Being the Story of the Lone Wolf's Daughter","Vance, Louis Joseph",2870,en,NA,Public domain in the USA.,TRUE,lcsh,Jewel thieves -- Fiction
10508,"The Sorrows of a Show Girl
A Story of the Great ""White Way""","McGaffey, Kenneth",3563,en,NA,Public domain in the USA.,TRUE,lcsh,Theater -- Fiction
10511,"A Rogue by Compulsion
An Affair of the Secret Service","Bridges, Victor",3566,en,NA,Public domain in the USA.,TRUE,lcsh,"Secret service -- Fiction, Spy stories"
10519,Mercy Philbrick's Choice,"Jackson, Helen Hunt",1030,en,NA,Public domain in the USA.,TRUE,lcsh,"New England -- Social life and customs -- 19th century -- Fiction, Women poets, American -- 19th century -- Fiction, Man-woman relationships -- Fiction"
10521,"The Primadonna
A Sequel to ""Fair Margaret""","Crawford, F. Marion (Francis Marion)",1316,en,NA,Public domain in the USA.,TRUE,lcsh,"London (England) -- Fiction, Mystery fiction, Women singers -- Fiction, Opera -- Fiction, New York (N.Y.) -- Fiction"
10538,Hyacinth,"Birmingham, George A.",8765,en,NA,Public domain in the USA.,TRUE,lcsh,"Ireland -- Fiction, Young men -- Fiction"
10540,Mother Carey's Chickens,"Wiggin, Kate Douglas Smith",266,en,Children's Literature,Public domain in the USA.,TRUE,lcsh,"Mother and child -- Fiction, Families -- Fiction"
10542,"The Boats of the ""Glen Carrig""
Being an account of their Adventures in the Strange places of the Earth, after the foundering of the good ship Glen Carrig through striking upon a hidden rock in the unknown seas to the Southward; as told by John Winterstraw, Gent., to his son James Winterstraw, in the year 1757, and by him committed very properly and legibly to manuscript","Hodgson, William Hope",3260,en,Horror,Public domain in the USA.,TRUE,lcsh,"Sea stories, Science fiction, Shipwreck survival -- Fiction, Horror tales, Shipwrecks -- Fiction, Islands -- Fiction"
10545,"The Sea Lions; Or, The Lost Sealers","Cooper, James Fenimore",483,en,NA,Public domain in the USA.,TRUE,lcsh,"Sea stories, Sealers (Persons) -- Fiction"
10548,The Westcotes,"Quiller-Couch, Arthur",3579,en,NA,Public domain in the USA.,TRUE,lcsh,"Man-woman relationships -- Fiction, England -- Social life and customs -- 19th century -- Fiction, Single women -- Fiction, Napoleonic Wars, 1800-1815 -- Prisoners and prisons, British -- Fiction"
10549,A Romance of the Republic,"Child, Lydia Maria",2732,en,NA,Public domain in the USA.,TRUE,lcsh,"Interracial marriage -- United States -- Fiction, Racism -- United States -- Fiction, Slavery -- United States -- Fiction, United States -- Social conditions -- 1865-1918 -- Fiction"
10551,Affair in Araby,"Mundy, Talbot",1481,en,Adventure,Public domain in the USA.,TRUE,lcsh,"Middle East -- Fiction, Jerusalem -- Fiction, Secret service -- Fiction, Spy stories"
10552,Roy Blakeley: His Story,"Fitzhugh, Percy Keese",2132,en,Children's Book Series,Public domain in the USA.,TRUE,lcsh,Boy Scouts of America -- Juvenile fiction
10554,"Right Ho, Jeeves","Wodehouse, P. G. (Pelham Grenville)",783,en,Humor,Public domain in the USA.,TRUE,lcsh,"England -- Fiction, Jeeves (Fictitious character) -- Fiction, Humorous stories, Wooster, Bertie (Fictitious character) -- Fiction, Valets -- Fiction, Single men -- Fiction"
10560,"The Last of the Foresters
Or, Humors on the Border; A story of the Old Virginia Frontier","Cooke, John Esten",2736,en,NA,Public domain in the USA.,TRUE,lcsh,"Frontier and pioneer life -- Fiction, Virginia -- Fiction"
10561,"Fine Feathers
Ship's Company, Part 1.","Jacobs, W. W. (William Wymark)",1865,en,NA,Public domain in the USA.,TRUE,lcsh,"Humorous stories, English, England -- Social life and customs -- Fiction"
10562,"Friends in Need
Ship's Company, Part 2.","Jacobs, W. W. (William Wymark)",1865,en,NA,Public domain in the USA.,TRUE,lcsh,"Humorous stories, English, England -- Social life and customs -- Fiction"
10563,"Good Intentions
Ship's Company, Part 3.","Jacobs, W. W. (William Wymark)",1865,en,NA,Public domain in the USA.,TRUE,lcsh,"England -- Social life and customs -- Fiction, Humorous stories, English"
10564,"Fairy Gold
Ship's Company, Part 4.","Jacobs, W. W. (William Wymark)",1865,en,NA,Public domain in the USA.,TRUE,lcsh,"England -- Social life and customs -- Fiction, Humorous stories, English"
10565,"Watch-Dogs
Ship's Company, Part 5.","Jacobs, W. W. (William Wymark)",1865,en,NA,Public domain in the USA.,TRUE,lcsh,"England -- Social life and customs -- Fiction, Humorous stories, English"
10566,"The Bequest
Ship's Company, Part 6.","Jacobs, W. W. (William Wymark)",1865,en,NA,Public domain in the USA.,TRUE,lcsh,"England -- Social life and customs -- Fiction, Humorous stories, English"
10567,"The Guardian Angel
Ship's Company, Part 7.","Jacobs, W. W. (William Wymark)",1865,en,NA,Public domain in the USA.,TRUE,lcsh,"Humorous stories, English, England -- Social life and customs -- Fiction"
10568,"Dual Control
Ship's Company, Part 8.","Jacobs, W. W. (William Wymark)",1865,en,NA,Public domain in the USA.,TRUE,lcsh,"Humorous stories, English, England -- Social life and customs -- Fiction"
10569,"Skilled Assistance
Ship's Company, Part 9.","Jacobs, W. W. (William Wymark)",1865,en,NA,Public domain in the USA.,TRUE,lcsh,"England -- Social life and customs -- Fiction, Humorous stories, English"
10570,"For Better or Worse
Ship's Company, Part 10.","Jacobs, W. W. (William Wymark)",1865,en,NA,Public domain in the USA.,TRUE,lcsh,"England -- Social life and customs -- Fiction, Humorous stories, English"
10571,"The Old Man of the Sea
Ship's Company, Part 11.","Jacobs, W. W. (William Wymark)",1865,en,NA,Public domain in the USA.,TRUE,lcsh,"England -- Social life and customs -- Fiction, Humorous stories, English"
10572,"Manners Makyth Man
Ship's Company, Part 12.","Jacobs, W. W. (William Wymark)",1865,en,NA,Public domain in the USA.,TRUE,lcsh,"Humorous stories, English, England -- Social life and customs -- Fiction"
10573,"Ship's Company, the Entire Collection","Jacobs, W. W. (William Wymark)",1865,en,NA,Public domain in the USA.,TRUE,lcsh,"Humorous stories, English, England -- Social life and customs -- Fiction"
10576,"The Aeroplane Boys Flight
Or, A Hydroplane Roundup","Langworthy, John Luther",3583,en,NA,Public domain in the USA.,TRUE,lcsh,Aeronautics -- Juvenile fiction
10579,"Joe Strong the Boy Fire-Eater
Or, The Most Dangerous Performance on Record","Barnum, Vance",3584,en,NA,Public domain in the USA.,TRUE,lcsh,"Circus performers -- Juvenile fiction, Fire-eating -- Juvenile fiction"
10581,Uncle Bernac: A Memory of the Empire,"Doyle, Arthur Conan",69,en,Historical Fiction,Public domain in the USA.,TRUE,lcsh,"France -- History -- Consulate and First Empire, 1799-1815 -- Fiction"
10584,"Air Service Boys over the Atlantic; Or, The Longest Flight on Record","Beach, Charles Amory",2050,en,NA,Public domain in the USA.,TRUE,lcsh,"Airplanes -- Piloting -- Juvenile fiction, Detective and mystery stories, Air pilots -- Juvenile fiction, Parmly, Jack (Fictitious character) -- Juvenile fiction, World War, 1914-1918 -- Aerial operations -- Juvenile fiction, Aeronautics -- Juvenile fiction, Raymond, Tom (Fictitious character) -- Juvenile fiction"
10586,Mike and Psmith,"Wodehouse, P. G. (Pelham Grenville)",783,en,School Stories/Humor,Public domain in the USA.,TRUE,lcsh,"Boarding schools -- Fiction, England -- Fiction, Cricket -- Fiction, Humorous stories, Schools -- Fiction"
10599,Lost in the Air,"Snell, Roy J. (Roy Judson)",3593,en,NA,Public domain in the USA.,TRUE,lcsh,"Airplanes -- Piloting -- Juvenile fiction, Arctic regions -- Juvenile fiction, Air pilots -- Juvenile fiction"
10608,"The Turquoise Cup, and, the Desert","Smith, Arthur Cosslett",3599,en,NA,Public domain in the USA.,TRUE,lcsh,"Cardinals -- Fiction, Sahara -- Fiction, Love stories"
10621,"Birthright
A Novel","Stribling, T. S. (Thomas Sigismund)",3087,en,NA,Public domain in the USA.,TRUE,lcsh,"Southern States -- Fiction, Race relations -- Fiction, African Americans -- Fiction, Tennessee -- Fiction"
10624,Three John Silence Stories,"Blackwood, Algernon",1370,en,NA,Public domain in the USA.,TRUE,lcsh,"Horror tales, English, Silence, John (Fictitious character) -- Fiction, Detective and mystery stories, English, Psychics -- Fiction, Ghost stories, English, Paranormal fiction, English, Supernatural -- Fiction"
10628,Andrew Golding: A Tale of the Great Plague,"Keeling, Annie E.",3606,en,NA,Public domain in the USA.,TRUE,lcsh,Plague -- England -- London -- Fiction
10643,The World's Greatest Books — Volume 02 — Fiction,NA,NA,en,NA,Public domain in the USA.,TRUE,lcsh,Fiction
10658,Hilda Lessways,"Bennett, Arnold",859,en,NA,Public domain in the USA.,TRUE,lcsh,"Young women -- Fiction, Man-woman relationships -- Fiction, Mothers and daughters -- Fiction, Staffordshire (England) -- Fiction"
10659,Three More John Silence Stories,"Blackwood, Algernon",1370,en,NA,Public domain in the USA.,TRUE,lcsh,"Detective and mystery stories, English, Ghost stories, English, Paranormal fiction, English, Horror tales, English, Silence, John (Fictitious character) -- Fiction, Supernatural -- Fiction"
10662,The Night Land,"Hodgson, William Hope",3260,en,Science Fiction/Horror/Fantasy,Public domain in the USA.,TRUE,lcsh,Science fiction
10667,Snake and Sword: A Novel,"Wren, Percival Christopher",3626,en,NA,Public domain in the USA.,TRUE,lcsh,British -- India -- Fiction
10676,The Reign of Greed,"Rizal, José",2183,en,NA,Public domain in the USA.,TRUE,lcsh,"Philippines -- History -- Fiction, Philippine fiction (Spanish) -- Translations into English, Nationalists -- Philippines -- Fiction"
10679,The Story of the Other Wise Man,"Van Dyke, Henry",362,en,NA,Public domain in the USA.,TRUE,lcsh,"Christian fiction, Magi -- Fiction, Christmas stories, Jesus Christ -- Fiction"
10688,"The Camp Fire Girls at Camp Keewaydin; Or, Paddles Down","Frey, Hildegard G.",2241,en,Children's Book Series,Public domain in the USA.,TRUE,lcsh,"Camp Fire Girls -- Juvenile fiction, Camps -- Juvenile fiction"
10690,"A Desperate Chance; Or, The Wizard Tramp's Revelation, a Thrilling Narrative",Old Sleuth,1747,en,NA,Public domain in the USA.,TRUE,lcsh,"Tramps -- Fiction, Young men -- Fiction, Adventure stories"
10696,The Danger Trail,"Curwood, James Oliver",1487,en,NA,Public domain in the USA.,TRUE,lcsh,"Northwest Territories -- Fiction, Hudson Bay Railway -- Fiction"
10698,"The Aeroplane Boys on the Wing
Or, Aeroplane Chums in the Tropics","Langworthy, John Luther",3583,en,NA,Public domain in the USA.,TRUE,lcsh,Aeronautics -- Juvenile fiction
10709,Prince Zaleski,"Shiel, M. P. (Matthew Phipps)",2292,en,NA,Public domain in the USA.,TRUE,lcsh,"Detective and mystery stories, English, Private investigators -- England -- Fiction"
10712,"White Jacket; Or, The World on a Man-of-War","Melville, Herman",9,en,NA,Public domain in the USA.,TRUE,lcsh,"Naval discipline -- Fiction, Warships -- Fiction, Flagellation -- Fiction, Sea stories, United States -- History, Naval -- 19th century -- Fiction, Sailors -- Fiction"
10718,The House of Whispers,"Le Queux, William",3141,en,NA,Public domain in the USA.,TRUE,lcsh,"Castles -- Fiction, Perthshire (Scotland) -- Fiction, Mystery fiction"
10720,Doctor Pascal,"Zola, Émile",528,en,NA,Public domain in the USA.,TRUE,lcsh,France -- Social life and customs -- 19th century -- Fiction
10723,Betty's Bright Idea; Deacon Pitkin's Farm; and the First Christmas of New England,"Stowe, Harriet Beecher",115,en,Christmas,Public domain in the USA.,TRUE,lcsh,"New England -- Social life and customs -- Fiction, Christmas stories"
10724,The Store Boy,"Alger, Horatio",168,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Adventure and adventurers -- Juvenile fiction, Swindlers and swindling -- Juvenile fiction, Conduct of life -- Juvenile fiction, Real estate agents -- Juvenile fiction, New York (N.Y.) -- History -- 1865-1898 -- Juvenile fiction, Mystery and detective stories"
10727,"A Set of Rogues
Namely Christopher Sutton, John Dawson, the Señor Don Sanchez Del Castillo De Castelaña and Moll Dawson; Their Wicked Conspiracy, and a True Account of Their Travels and Adventures","Barrett, Frank",3653,en,"Pirates, Buccaneers, Corsairs, etc.",Public domain in the USA.,TRUE,lcsh,"English fiction, Great Britain -- History -- Charles II, 1660-1685 -- Fiction, Adventure and adventurers -- Fiction, Pirates -- Fiction, Rogues and vagabonds -- Fiction, Impostors and imposture -- Fiction"
10728,"Christie, the King's Servant
A Sequel to ""Christie's Old Organ""","Walton, O. F., Mrs.",2468,en,NA,Public domain in the USA.,TRUE,lcsh,"Conduct of life -- Juvenile fiction, Christian life -- Juvenile fiction"
10729,"Jack's Ward; Or, The Boy Guardian","Alger, Horatio",168,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"New York (N.Y.) -- History -- 1865-1898 -- Juvenile fiction, Conduct of life -- Juvenile fiction, Foundlings -- Juvenile fiction, Philadelphia (Pa.) -- History -- 19th century -- Juvenile fiction, Kidnapping -- Juvenile fiction, Counterfeits and counterfeiting -- Juvenile fiction"
10735,Christmas Eve on Lonesome and Other Stories,"Fox, John",179,en,NA,Public domain in the USA.,TRUE,lcsh,"Mountain life -- Fiction, Cumberland Mountains -- Fiction, Kentucky -- Social life and customs -- Fiction"
10736,Children of the Frost,"London, Jack",120,en,Native America,Public domain in the USA.,TRUE,lcsh,"Indians of North America -- Fiction, Short stories, American"
